Piezo_capacitance_nF,Design_Vpk_V,Required_Ipk_A,Required_Irms_A,Approx_reactive_VA
10,19.3374398726663,0.0243001436172812,0.0171827963355865,0.234951283048166
25,19.3374398726663,0.0607503590432029,0.0429569908389663,0.587378207620414
50,19.3374398726663,0.121500718086406,0.0859139816779326,1.17475641524083
100,19.3374398726663,0.243001436172812,0.171827963355865,2.34951283048166
180,19.3374398726663,0.437402585111061,0.309290334040557,4.22912309486698
