Physical_residual_proxy,N_pairs,Zero_mean_deg_s,Zero_STD_deg_s,Zero_STD_deg_h,Signal_mean_deg_s,Signal_STD_deg_s,Signal_bias_deg_s,Class_separation_sigma
0.017452,20,-8.0957e-06,2.8749e-05,0.1035,9.15e-05,2.8509e-05,-8.4999e-06,3.4788
