L1_m,L2_m,Active_PM_total_m,Recommended_purchase_PM_m,Effective_guard_bandwidth_nm,Beat_length_worst_mm,Design_axis_error_deg,Worst_DOP_residual_proxy,V6_1_point_target,V6_1_safe_target,Min_effective_BW_for_safe_proxy_nm,Max_axis_error_for_safe_proxy_deg
1.7,3.4,5.1,6,8,5,0.5,0.017452,0.05,0.025,5,0.7
