DAC_bits,Vpi_V,DAC_LSB_mV_for_50Vpp_span,Optical_phase_LSB_mrad
12,4.5,12.2100122100122,8.5241965909369
14,4.5,3.0519440883843,2.13065891716332
16,4.5,0.762951094834821,0.532640345462525
12,20,12.2100122100122,1.9179442329608
14,20,3.0519440883843,0.479398256361746
16,20,0.762951094834821,0.119844077729068
