Depol_residual,Run,Theta_deg,Delta_rad,Omega_zero_deg_s,Omega_signal_deg_s,Paired_delta_Omega_deg_s,Mean_visibility
0.1,19,26.2050608651727,0.173713953129588,2.69270545187608e-05,0.000126798894334723,9.98718398159621e-05,0.99275899120778
0.1,20,7.2703279931552,-0.373886247750256,-8.80929162316061e-06,9.34060769384241e-05,0.000102215368561585,0.993276718090332
0.1,21,-26.675807330441,-0.149985819290389,-3.44928235547032e-05,6.43718284431161e-05,9.88646519978193e-05,0.992978707083359
0.1,22,5.71766877798078,-0.27839270674328,1.0135280352445e-05,0.000109369317370472,9.92340370180274e-05,0.993547779928112
0.1,23,-20.1905636104503,0.43539031146606,6.91770182655201e-05,0.000169682181359832,0.000100505163094312,0.989913735603753
0.1,24,-4.65580958371986,-0.367720792124354,4.95411894123266e-06,0.000109836662287427,0.000104882543346194,0.993527136781275
0.1,25,-12.7230744901469,0.338260870211096,1.47525246363554e-05,0.000116686381371413,0.000101933856735058,0.992680118827284
0.1,26,-24.3116510512366,-0.216030835966127,-1.7334155689538e-05,8.08263511808104e-05,9.81605068703484e-05,0.992401521720233
0.1,27,29.7094106272753,-0.303196723778948,-0.000104308297884211,-7.13704761637067e-06,9.717125026784e-05,0.9903565372789
0.1,28,8.55041657156982,0.253518170570593,4.60517102275589e-05,0.000145721397520664,9.96696872931049e-05,0.99342475918323
0.1,29,21.1232465612208,-0.300722636918717,-6.35171996936791e-05,4.26517128942705e-05,0.00010616891258795,0.991704938892016
0.1,30,-8.31389337561612,0.208322419379021,-1.03205168351383e-05,9.11125673339344e-05,0.000101433084169073,0.993521208441931
0.075,1,-4.10893988063703,-0.437950057915789,1.12134855749892e-06,0.000102128053131294,0.000101006704573795,0.993558330779226
0.075,2,-26.9408963921622,-0.235891361545735,-3.2672555921458e-05,7.5714057106796e-05,0.000108386613028254,0.992355176444257
0.075,3,23.2908882774107,0.123985552200384,5.18012086276552e-05,0.000151969879392434,0.000100168670764779,0.9933940962363
0.075,4,-27.3857988466488,0.37618940947681,5.5776633908704e-05,0.00015739466982003,0.000101618035911326,0.99026033033309
0.075,5,16.7018205552814,-0.122189850010387,-2.33023269947419e-05,7.477446422577e-05,9.80767912205119e-05,0.99352740456243
0.075,6,13.6825972709553,-0.102025070666272,-3.69165974544514e-05,6.69650808832268e-05,0.000103881678337678,0.993613666358212
0.075,7,-29.3595318525406,-0.215865366271033,-3.3879633296778e-05,5.83593931090968e-05,9.22390264058748e-05,0.992436059010297
0.075,8,27.6561773203387,-0.102347529959859,-2.23047241751191e-05,8.00157518074548e-05,0.000102320475982574,0.993431920759886
0.075,9,3.98770003070756,-0.484698079064969,5.2301250313273e-05,0.000149001206525393,9.66999562121204e-05,0.993539478708607
0.075,10,-8.19376350652481,0.226529465834898,-5.13811771863035e-06,9.79601288098565e-05,0.000103098246528487,0.993545607888024
0.075,11,-12.7968985757532,-0.199111461880365,3.58215982785335e-05,0.00013192496281137,9.61033645328364e-05,0.993422817514012
0.075,12,-9.27888772140767,0.470830846688624,1.44416766689136e-05,0.000117020796310518,0.000102579119641604,0.992914600679684
0.075,13,12.7585753653029,0.269001442261699,1.92338440578409e-05,0.000113846283977482,9.46124399196408e-05,0.993205335792912
0.075,14,15.4041755611662,-0.225116757834336,-1.53761351424959e-05,8.25757907638628e-05,9.79519259063587e-05,0.993206726434446
0.075,15,-19.1099191423279,0.333401825864016,5.8840991689485e-05,0.000160576903780201,0.000101735912090716,0.992151825248548
0.075,16,-29.5976292008073,-0.171142181416043,-4.62684585661029e-05,5.16293282302323e-05,9.78977867963352e-05,0.992893704579391
0.075,17,-27.0748640718781,0.0558281111452338,-8.3796944964113e-06,9.15482797797605e-05,9.99279742761718e-05,0.993619117327256
0.075,18,-29.0327471533893,0.0261220974575634,-2.96201369632157e-05,7.44804561060142e-05,0.00010410059306923,0.993677070475877
0.075,19,26.2050608651727,0.173713953129588,2.21848848451781e-05,0.000119564832059273,9.73799472140946e-05,0.992993088814271
0.075,20,7.2703279931552,-0.373886247750256,-1.33577338253512e-06,0.000103588264080518,0.000104924037463053,0.99338138397615
0.075,21,-26.675807330441,-0.149985819290389,-2.98465601295695e-05,7.22978329025188e-05,0.000102144393032088,0.993157875720956
0.075,22,5.71766877798078,-0.27839270674328,1.32183361243569e-05,0.00011129675028369,9.80784141593332e-05,0.993584680354503
0.075,23,-20.1905636104503,0.43539031146606,5.39320334217772e-05,0.000159910470894368,0.00010597843747259,0.990859147110908
0.075,24,-4.65580958371986,-0.367720792124354,4.90174880159951e-06,0.00010524724712629,0.00010034549832469,0.993569197994156
0.075,25,-12.7230744901469,0.338260870211096,1.16310871659417e-05,0.000104102583301468,9.24714961355262e-05,0.992933934528999
0.075,26,-24.3116510512366,-0.216030835966127,-1.31062563660103e-05,8.76162109155897e-05,0.0001007224672816,0.992724986698359
0.075,27,29.7094106272753,-0.303196723778948,-8.89942314161275e-05,1.11744321000096e-05,0.000100168663516137,0.991191248367616
0.075,28,8.55041657156982,0.253518170570593,4.39242861908176e-05,0.000148382352603054,0.000104458066412236,0.993492414796014
0.075,29,21.1232465612208,-0.300722636918717,-5.21704764807439e-05,4.82896942060443e-05,0.000100460170686788,0.992202549577848
0.075,30,-8.31389337561612,0.208322419379021,-9.35433582800186e-06,8.58231943837882e-05,9.517753021179e-05,0.993564751739576
0.05,1,-4.10893988063703,-0.437950057915789,4.78164481072368e-06,0.00010769451543101,0.000102912870620287,0.993604014397104
0.05,2,-26.9408963921622,-0.235891361545735,-8.98770022249474e-06,8.59259715258663e-05,9.4913671748361e-05,0.992801911507394
0.05,3,23.2908882774107,0.123985552200384,4.87776666124767e-05,0.000148407185971951,9.96295193594743e-05,0.993494524701878
0.05,4,-27.3857988466488,0.37618940947681,3.37645436565382e-05,0.000134882211631743,0.000101117667975204,0.991405347433139
0.05,5,16.7018205552814,-0.122189850010387,-2.28258238910903e-05,7.57350555733792e-05,9.85608794644695e-05,0.993583396919377
0.05,6,13.6825972709553,-0.102025070666272,-3.57325667014933e-05,6.16100481747903e-05,9.73426148762836e-05,0.993640904783522
0.05,7,-29.3595318525406,-0.215865366271033,-2.78822846422644e-05,7.06481860054888e-05,9.85304706477532e-05,0.992855833218068
